name,type,start_time,duration,"data","error","ack","address","read"
"I2C","data",3.80165675,2.325e-05,0x64,,true,,
"I2C","data",3.8016815,2.325e-05,0x00,,true,,
"I2C","data",3.80170625,2.325e-05,0xF4,,true,,
"I2C","data",3.801731,2.325e-05,0x01,,true,,
"I2C","data",3.80175569,2.325e-05,0x00,,true,,
"I2C","data",3.80178044,2.325e-05,0x00,,true,,
"I2C","data",3.80180519,2.325e-05,0x00,,true,,
"I2C","data",3.80182994,2.325e-05,0x00,,true,,
"I2C","data",3.80185469,2.325e-05,0x00,,true,,
"I2C","data",3.80187937,2.325e-05,0x00,,true,,
"I2C","data",3.80190413,2.325e-05,0x00,,true,,
"I2C","data",3.80192888,2.325e-05,0x00,,true,,
"I2C","data",3.80195362,2.325e-05,0x00,,true,,
"I2C","data",3.80197831,2.325e-05,0x00,,true,,
"I2C","data",3.80200306,2.325e-05,0x00,,true,,
"I2C","data",3.80202781,2.325e-05,0x00,,true,,
"I2C","data",3.80205256,2.325e-05,0x00,,true,,
"I2C","data",3.80207725,2.325e-05,0x00,,true,,
"I2C","data",3.802102,2.325e-05,0x00,,true,,
"I2C","data",3.80212675,2.325e-05,0x00,,true,,
"I2C","data",3.8021515,2.325e-05,0x00,,true,,
"I2C","data",3.80217625,2.325e-05,0x00,,true,,
"I2C","data",3.80220094,2.325e-05,0x00,,true,,
"I2C","data",3.80222569,2.325e-05,0x01,,true,,
"I2C","data",3.80225044,2.325e-05,0x00,,true,,
"I2C","data",3.80227519,2.325e-05,0x00,,true,,
"I2C","data",3.80229994,2.325e-05,0x00,,true,,
"I2C","data",3.80232462,2.325e-05,0x00,,true,,
"I2C","data",3.80234937,2.325e-05,0x00,,true,,
"I2C","data",3.80237413,2.325e-05,0x00,,true,,
"I2C","data",3.80239888,2.325e-05,0x00,,true,,
"I2C","data",3.80242356,2.325e-05,0x00,,true,,
"I2C","data",3.80244831,2.325e-05,0x00,,true,,
"I2C","data",3.80247306,2.325e-05,0x00,,true,,
"I2C","data",3.80249781,2.325e-05,0x00,,true,,
"I2C","data",3.80252256,2.325e-05,0x00,,true,,
"I2C","data",3.80254725,2.325e-05,0x00,,true,,
"I2C","data",3.802572,2.325e-05,0x00,,true,,
"I2C","data",3.80259675,2.325e-05,0x00,,true,,
"I2C","data",3.8026215,2.325e-05,0x00,,true,,
"I2C","data",3.80264619,2.33125e-05,0x00,,true,,
"I2C","data",3.80267094,2.325e-05,0x00,,true,,
"I2C","data",3.80269569,2.325e-05,0x00,,true,,
"I2C","data",3.80272044,2.325e-05,0x00,,true,,
"I2C","data",3.80274519,2.325e-05,0x00,,true,,
"I2C","data",3.80276994,2.325e-05,0x00,,true,,
"I2C","data",3.80279463,2.325e-05,0x00,,true,,
"I2C","data",3.80281937,2.325e-05,0x00,,false,,
"I2C","stop",3.80284562,6.25000002e-08,,,,,
"I2C","start",3.80285075,6.24999998e-08,,,,,
"I2C","address",3.80285338,2.325e-05,,,true,0x25,false
"I2C","data",3.80287963,2.325e-05,0x40,,true,,
"I2C","start",3.80290813,6.24999998e-08,,,,,
"I2C","address",3.80291069,2.325e-05,,,true,0x25,true
"I2C","data",3.80293975,2.31875e-05,0x00,,false,,
"I2C","stop",3.80296594,6.25000002e-08,,,,,
