index,sample_count,fll_valid_count,input_hz,center_hz,center_word,tracking_word,freq_correction,phase_error,freq_error,freq_error_valid,loop_state,loss_reason,signal_present,phase_locked,frequency_locked,locked,magnitude
31,4057,31,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
32,4135,32,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
33,4213,33,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
34,4291,34,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
35,4369,35,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
36,4447,36,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
37,4525,37,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
38,4603,38,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
39,4681,39,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
40,4759,40,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
41,4837,41,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
42,4915,42,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
43,4993,43,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
44,5071,44,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
45,5149,45,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
46,5227,46,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
47,5305,47,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
48,5383,48,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
49,5461,49,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
50,5539,50,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
51,5617,51,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
52,5695,52,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
53,5773,53,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
54,5851,54,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
55,5929,55,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
56,6007,56,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
57,6085,57,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
58,6163,58,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
59,6241,59,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
60,6319,60,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,-1276,0,0,4,0,1,1,1,0,937737
61,6397,61,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,25572,0,0,4,0,1,1,1,0,916717
62,6475,62,20100.000000,20000.000000,0x000a7c5ac472,0x000a7c5ac472,0,25572,0,0,4,0,1,1,1,0,891729
